Year,country,Survey,Period,Haul,Haul-1,Date,Long,Lat,Nfish,Sampling,Length ,Lengthcl,Wt,Wov,Wovf,Wnov,Sex,Mat,Wcent,Cod,Ncent,POFage,Oocyte_H,Batch_H_yes,oocyte_w,Age,Comments,Histological,Batch_W_yes
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,386,R,32.8,,284,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,387,R,30.9,,246,13.2,,232.8,2,5,,J134,0,6,4,no,3,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,388,R,32.8,,402,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,389,R,30.9,,239,14.7,,224.3,2,5,,J135,,6,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,390,R,30.6,,241,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,391,R,31.9,,259,10,,249,2,4,,J136,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,392,R,39.5,,548,94,,454,2,4,,J137,,2,5,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,393,R,31.8,,248,21.9,,226.1,2,4,,J138,196,5,5,yes,5,,,,yes
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,394,R,32.3,,301,39.5,,261.5,2,4,,J139,,1,5,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,395,R,32.5,,297,14.5,,282.5,2,5,,J140,1,6,4,no,3,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,396,R,31.5,,285,28.7,,256.3,2,4,,J141,,,5,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,397,R,33,,281,14.6,,266.4,2,5,,J142,,3,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,398,R,33,,272,11.5,,260.5,2,5,,J143,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,399,R,32.8,,264,8.1,,255.9,2,5,,J144,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,400,R,35.7,,335,13.3,,321.7,2,5,,J145,,6,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,401,R,30.6,,231,6.6,,224.4,2,5,,J146,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,402,R,31,,254,8.4,,245.6,2,5,,J147,,6,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,403,R,33.2,,272,11.2,,260.8,2,5,,J148,0,6,4,no,3,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,404,R,31.2,,237,9.2,,227.8,2,5,,J149,,3,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,405,R,30.3,,233,9.2,,223.8,2,5,,J150,10,,5,yes,5,,,,yes
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,406,R,32.2,,270,13.7,,256.3,2,5,,J151,,6,4,no,5,,,,yes
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,407,R,33.9,,279,11.8,,267.2,2,5,,J152,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,408,R,23.4,,268,13.7,,254.3,2,5,,J153,0,,4,no,3,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,409,R,33,,283,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,410,R,31.5,,254,7.8,,246.2,2,4,,J154,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,411,R,34.5,,316,12.7,,303.3,2,4,,J155,,5,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,412,R,31.3,,263,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,413,R,33.2,,314,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,414,R,31.8,,269,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,415,R,33.8,,301,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,416,R,31,,254,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,417,R,30.6,,235,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,418,R,34.1,,311,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,419,R,31,,261,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,420,R,30.8,,229,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,421,R,31.7,,260,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,422,R,32.7,,271,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,423,R,29,,205,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,424,R,32.8,,301,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,425,R,30.5,,255,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,426,R,31.6,,268,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,427,R,32,,265,,,,2,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,428,R,31.6,,253,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,429,R,31.4,,281,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,430,R,30.2,,222,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,431,R,31.2,,263,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,432,R,30.7,,242,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,433,R,30.3,,232,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,434,R,29.7,,223,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,435,R,28.7,,193,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,436,R,30.1,,249,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,437,R,33,,260,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,438,R,32.8,,274,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,439,R,30.5,,238,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,440,R,30.6,,234,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,441,R,30.3,,245,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,442,R,30.1,,225,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,443,R,33,,282,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,444,R,30.3,,234,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,445,R,33.2,,294,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,446,R,33.7,,329,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,447,R,31.2,,278,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,448,R,30,,252,,,,2,3,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,449,R,31.6,,277,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,450,R,30.3,,240,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,451,R,33.1,,286,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,452,R,31.5,,271,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,453,R,28.5,,201,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,454,R,32.2,,284,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,455,R,37.8,,425,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,456,R,33.2,,290,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400613,,20/06/2022,47.2,-5.3,457,D,32.7,,261,8.7,,252.3,2,4,,J156,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,458,R,37.9,,402,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,459,R,32.5,,266,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,460,R,34,,336,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,461,R,33.2,,284,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,462,R,32,,268,18.8,,249.2,2,5,,J157,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,463,R,34.8,,326,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,464,R,31.7,,270,9.6,,260.4,2,4,,J158,20,3,5,no,5,,,,yes
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,465,R,34,,322,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,466,R,31.5,,252,,,,1,5,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,467,R,31.5,,285,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,468,R,32.4,,300,12.1,,287.9,2,5,,J159,,1,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,469,R,32.4,,262,5.8,,256.2,2,5,,J160,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,470,R,33.5,,296,16.3,,279.7,2,5,,J161,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,471,R,31.6,,255,17.2,,237.8,2,5,,J162,0,1,5,no,3,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,472,R,33.8,,307,15.7,,291.3,2,5,,J163,,6,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,473,R,31.3,,238,6.9,,231.1,2,5,,J164,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,474,R,31.7,,254,11.5,,242.5,2,5,,J165,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,475,R,31.6,,281,9.2,,271.8,2,5,,J166,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,476,R,33.2,,285,16.9,,268.1,2,5,,J167,,,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,477,R,33.5,,344,24.4,,319.6,2,5,,J168,,0,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,478,R,32.8,,262,12.4,,249.6,2,5,,J169,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,479,R,35.3,,337,27.5,,309.5,2,5,,J170,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,480,R,30.7,,245,16.4,,228.6,2,5,,J171,,,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,481,R,31.9,,273,8.4,,264.6,2,5,,J172,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,482,R,32.9,,265,8.2,,256.8,2,5,,J173,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,483,R,33,,285,9.7,,275.3,2,4,,J174,,3,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,484,R,32.7,,284,9.9,,274.1,2,5,,J175,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,485,R,31.7,,283,22.8,,260.2,2,5,,J176,,0,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,486,R,32.8,,279,9.3,,269.7,2,5,,J177,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,487,R,33.1,,273,10.4,,262.6,2,5,,J178,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,488,R,33.2,,293,15.7,,277.3,2,5,,J179,,6,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,489,R,33.3,,321,20.1,,300.9,2,5,,J180,1,0,4,no,3,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,490,R,31.2,,290,16.3,,273.7,2,5,,J181,,,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,491,R,34.9,,305,12.5,,292.5,2,5,,J182,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,492,R,31.6,,249,8.1,,240.9,2,5,,J183,,,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,493,R,31.1,,257,18.3,,238.7,2,5,,J184,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,494,R,31.3,,252,8.2,,243.8,2,5,,J185,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,495,R,33.5,,312,11.6,,300.4,2,5,,J186,,4,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,496,R,34,,298,6.4,,291.6,2,5,,J187,,6,2,no,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,497,R,31.7,,246,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,498,R,31.2,,252,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,499,R,32.2,,267,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,500,R,32.3,,274,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,501,R,32.5,,268,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,502,R,33,,287,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,503,R,31.6,,266,,,,1,6,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,504,R,30.7,,254,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,505,R,33.9,,308,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,506,R,31.8,,260,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,507,R,30.7,,251,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,508,R,32.8,,288,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,509,R,31.6,,282,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,510,R,32.6,,298,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,511,R,31.5,,263,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,512,R,34.5,,267,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,513,R,34.3,,311,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,514,R,32.2,,282,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,515,R,31.9,,254,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,516,R,31.3,,280,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,517,R,32.2,,267,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,518,R,31.3,,254,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,519,R,31.6,,244,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,520,R,32.6,,280,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,521,R,33.5,,286,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,522,R,34.7,,327,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,523,R,31.9,,253,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,524,R,30.4,,254,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,525,R,32.6,,297,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,526,R,31.7,,262,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,527,R,31.7,,252,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,528,R,30.8,,265,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,529,R,33.8,,279,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,530,R,32,,275,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,531,R,35.2,,345,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,532,R,31.2,,280,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,533,R,32.9,,294,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,534,R,32.2,,286,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,535,R,31.5,,256,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,536,R,32,,278,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,537,R,31.2,,253,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,538,R,32.2,,263,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,539,R,35.1,,344,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,540,R,32.4,,281,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,541,R,30.8,,253,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,542,R,33,,271,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,543,R,31.5,,255,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,544,R,32,,251,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,545,R,33.6,,298,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,546,R,31.5,,249,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,547,R,32.3,,278,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,548,R,33.7,,282,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,549,R,31.5,,265,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,550,R,32.9,,285,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,551,R,34.3,,307,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,552,R,31.3,,262,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,553,R,32.6,,270,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,554,R,32.4,,276,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,555,R,31.1,,222,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,556,R,30.6,,241,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400614,,21/06/2022,47.75,-7.32,557,R,32.7,,271,,,,1,4,,,,,,,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,558,R,30.9,,236,8.4,,227.6,2,5,,J188,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,559,R,31.6,,245,7.8,,237.2,2,5,,J189,,,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,560,R,30.8,,230,0.3,,229.7,2,5,,J190,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,561,R,30.6,,244,9.2,,234.8,2,5,,J191,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,562,R,32.5,,241,7.4,,233.6,2,5,,J192,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,563,R,30,,212,7.2,,204.8,2,5,,J193,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,564,R,27.5,,172,8.3,,163.7,2,5,,J194,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,565,R,31.9,,231,7.5,,223.5,2,5,,J195,,5,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,566,R,33.5,,269,7.7,,261.3,2,5,,J196,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,567,R,27.5,,168,9.3,,158.7,2,5,,J197,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,568,R,32.5,,269,2.9,,266.1,2,5,,J198,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,569,R,35,,328,2.5,,325.5,2,5,,J199,,6,4,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,570,R,29.4,,211,5.9,,205.1,2,5,,J200,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,571,R,31,,246,9.8,,236.2,2,5,,J201,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,572,R,33.4,,265,9.5,,255.5,2,5,,J202,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,573,R,30.2,,208,4.5,,203.5,2,5,,J203,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,574,R,30.9,,242,3.5,,238.5,2,5,,J204,,0,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,575,R,33.5,,298,7.9,,290.1,2,5,,J205,,,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,576,R,32.5,,245,8,,237,2,5,,J206,,6,3,no,,,,,
2022,WMR,MEGS,6,2022NL5400615,,21/06/2022,48.87,-9.8,577,R,31.3,,232,7.6,,224.4,2,5,,J207,,6,3,no,,,,,
